,Ratings,Full_review
11097,4,Good product
11098,1,Screen stop working In just 2 months...... And great thing with this phone is screen replacement is not available easily till now. If u are a regular samsung user please don't buy otherwise you will think. Hange your Moto g30 in just a month.
11099,5,It's a most powerful and blanching product
11100,5,Very Fast Delivery Good Product. On low Price
11101,5,The product isgood
11102,4,I bought 2 similar models. phone is little heavy and bulky. Dont buy it if u want to play heavy games. Its very good for normal use. battery backup is excellent. camera is average.
11103,4,Value for money
11104,5,Super owsom poroduct Vallue for money
11105,4,I am using mobile 3month after I reating Mobile is very good in this prize
11106,3,Camera quality very poor.It take a long time in processing during clicking a photo. Otherwise device is cool.
11107,1,Back camera is not great
11108,2,Phone have heating Issue in hlaf an hour of charging it heats around 47 Degree celcius was check by flipkart technician so I asked for return/replacement but Flipkart didn't allowed by saying that if it has heated above 48 Degree celxius then only we can allow. Waste of Money Don't buy it just waste of Money.. didn't expected it from Flipkart
11109,1,It's waste of Money.. Please do not by Moto G30...you will face lot of issue after a month..Like battery will slow down..Touch screen issue..Issue with speakers..Finally you won't get a good price when you want to exchange this mobile in flipkart... Useless Mobile
11110,5,Overall gud cell worth buying it
11111,5,"Happy to have this product in this price range, as all said camera 📸 only not up to the mark. Rest all are good"
11112,4,Good
11113,5,"I have been using this over a month now , processing is smooth, display could have been a little brighter.Camera quality is awesome. Battery backup is upto the mark. At this price range , with the built quality and trust of motorola you cannot think of anything better.Surely a power packed device"
11114,5,Nice
11115,5,Value for money
11116,3,Could be a way better
11117,5,Awesome
11118,5,Mobile its very nice
11119,1,My Mobile vare lack for 3 days
11120,5,64mp camera at 10.5k no other mobile available
11121,2,Hangs frequently. Not recommended
11122,4,Worth
11123,1,Totally unstable phone Keeps on hanging again and again Very slow Waste of money
11124,2,Sometimes there is an error in perfoming split screen function. It shows a black or shadow like figure after using split screen. It doesn't go away unless you use it again or after couple of times. Brightness is a bit low but good. Flashlight works even in low battery that's good i think.
11125,5,Perfect smartphone with stock android experience.
11126,4,Nice phone in this range
11127,4,Good for money. Camera is poor though.
11128,5,Amazing mobile at that prize range.
11129,3,Average phone
11130,5,This is the best phone in this range and camera is too good or display is too smooth and many amazing features
11131,5,Excellent Product ..
11132,3,Good
11133,4,"Nice phone , good camera, big screen, overall good product"
11134,4,Good
11135,5,This handset is awesome. Value for money. Worth every penny. I have ordered this for one of my friend he totally loved it. So thanks flipkart.
11136,1,Very bad performance (don't buy moto phone)
11137,5,Good
11138,4,Super mobile. Excellent build quality.
11139,3,Mobile performance is good but camera not good
11140,2,Camera not good
11141,5,So far good
11142,5,Good phone
11143,5,Camera ok Battery not ok
11144,5,Motorola G30 is a very good..... super products go for it.....
11145,5,I loved and its display is fantastic! And it works very smoothly!
11146,4,Nice set
11147,5,If you want stock Android then go for it. I don't know about the performance of this phone for playing games. But other than that it is a good buy. Camera clarity is good at this price level.
11148,4,good budget phone with stock android
11149,1,This item is very bad. Please don't buy this item👎👎👎👎
11150,4,Good mobile
11151,3,"This mobile dual whatsap not acctpted, and dual sim used, memory card not placed, but average camera,"
11152,5,Love it
11153,5,Nice
11154,5,Good product. Nice rear Camera.
11155,4,Net speed is very low on this phone due to low radiation
11156,1,1. Very slow camera image capturing is very slow.. 2. Screen lock and unlock is very slow 3. Whatsapp camera is sluggish with blur lines visible 4. Flipkart is very adamant to replace the product because of 1 day has over above the return policy period.  Totally fed up with Flipkart service and Moto product.
11157,4,Good product but touch and face unlock not good
11158,5,Its good and many features Bt not for gaming
11159,1,product is not good as expected bad experiences with Flipkart never buy anything from their website
11160,5,Budget mobile performance super
11161,5,Best camera
11162,5,brilliant product . I have no words to say. 📱
11163,3,The camera is a BIG letdown.
11164,4,Awesome
11165,5,"Awesome phone in this price segment with the features provided. 64 GB Storage, Type C Charger, 5000 mah battery which can last for 2 days if you are not playing games on the phone. Camera quality is superb and can click pictures in dark without any issue. Camera quality is good. overall happy with the product,"
11166,2,Camera is not that much good quality as they mentioned in description and they given in the phone. If you looking for good camera quality its not good.
11167,3,Everything is great except the camera.
11168,4,Good battery service.4hour continuous gaming and normal 2days 12 hour supply
11169,5,Middle class person this phone use display poor but camera super duper
11170,2,This mobile is over heating problem
11171,5,Nice
11172,5,The phone have good performance and good android experience. But camera performance is bad not a quality for 64mp images. And display that only you are providing 720p make it more quality
11173,3,Oky
11174,5,Nice
11175,2,Camera is worst !
11176,3,"Very nic, but charging time device is heating problem."
11177,5,Good phone
11178,5,I am happy
11179,3,Good but not bad
11180,1,Worest quality...waste
11181,4,Good
11182,4,Good product
11183,5,"It's absolutely a fantastic phone with huge and good display, good camera and great battery, it's a performance phone."
11184,1,Performance is not good
11185,3,Very good purchase
11186,5,Value for money
11187,4,Nice
11188,5,Good
11189,4,Good performance best in this price
11190,5,Very good phone
11191,5,"Phone is good enough for attending calls and WhatsApp. I took it for my business purpose, which mainly involves taking a lot of calls and being constantly on WhatsApp and the performance is satisfactory. Don't expect to get crisp photos....it produces decent enough photos. Didn't yet try multi-tasking, but I believe that won't be a problem. If taking more calls and being in touch constantly on WhatsApp is ur main thing, this phone is for u. Great battery, good display, good enough processor....."
11192,5,Amazing phone and Camera quality too good
11193,4,Very good product I'm not happy if it's great
11194,4,Good
11195,5,"Amazing product..been a loyal motorolla customer for 6 years now. Upgraded from previous 5s and this is definitely a good upgrade. Performs smoothly, battery stays for a day (standard use) , camera is decent . Only concern was the Google assistant button (which doesn't add value for my use) . Also, emergency button long press directly triggers emergency call. Took time to figure out that you can turn this off from Gestures. Overall, great buy"
11196,5,Good
11197,4,"Value for money, phone is bit bulky but still managed under 200g weight."
11198,4,Nice
11199,5,loved it
11200,3,Just normal not something superb not something bad....
11201,5,Overall good
11202,5,Nice
11203,5,Overall phone is good but temper glass not good Moto G
11204,3,It's ok
11205,5,Good phone in budget price.
11206,4,Supper
11207,1,"One time we use one SIM card, and battery is bad"
11208,4,Good...little bit heavyweight
11209,5,Nice mobile all good in price.
11210,5,Awasome mobile quality
11211,5,Good smartphone for this price
11212,3,Just ok..camera is poor
11213,1,Most of times lags is there... Not a value for money.. but battery backup & charging speed is good
11214,5,Value for money
11215,5,Good performance. Sound qualify is very good
11216,3,Good for older parents
11217,2,Camera stopped working within a month
11218,5,Super
11219,5,Awesome phone in this budget but charging very slowly
11220,5,"After using a month I have found no issues other than a crack which got on it when it slipped from my hands, as there was no screen protection. This was my only problem it should have included a screen guard a cheap one could also do.  -Performance while gaming is top notch, no lags(minecraft bedrock,BGMI,Free fire are the games I regularly play and played asphalt 9 and cod mobile to check the fps and performance) -Camera is easy to use and captures clear images -The 90hz display is cherry on..."
11221,5,Very good mobile but not more stylish
11222,4,Worth for money
11223,1,Very bad phone not buy this phone 😡😡😡😡
11224,5,It's good
11225,1,"No any security function in this mobile and charger is very bad, charging time is also very slow. This is not success set"
11226,5,Hello Moto very nice Moto mobile
11227,5,So beautiful colour and mobile back camera is good but front camera is not good as like simple but sounds quality is very good but everything is nice also bettary too good but I am so happy and I love this cellphone 🥰🥰🥰🥰🥰
11228,4,It's good in this price.
11229,3,This phone is better but not play the pubg in high quality
11230,4,Value for money
11231,5,"It a advanced version of moto g10 power. I have both, it seems to be smoother than g10 power. camera not as expected but ok Display quality is good. Colour combination is more realistic. Battery last for 5 hours of extreme use. Normal use get upto 10 hours. Screen refresh rate is good, smooth experience. Processor is doing good job. Even pubg can run smoothly without any lag or ping."
11232,1,Camara is not clear
11233,5,"Beyond expectations, an affordable phone in this budget with great features loaded. This phone has the latest stock android 11 with no ads and no bloatware. This phone is easy to use for gaming, great camera, silicone clear case included, and has a lot of memory to store all your media files and documents. In addition, it has a very good battery life, processor, IPS display with 90Hz, and is well built. Moreover, timely delivered thanks to Flipkart for such fast delivery."
11234,5,Nice 👌👌👌
11235,2,Camera is like 5 mp. Worst camera experience
11236,5,best phone at this price range
11237,1,Worst Camera Lot of hanging problem too much slow..
11238,4,Super
11239,5,"Best phone for this price segment. Especially NO ADS like the other phones & great performance. Camera could have been even better but again for the price segment, the performance & display is killer."
11240,4,Ok..
11241,4,Good
11242,5,Super
11243,5,good phone
11244,5,Super mobile best charge and best camera and fast delivery
11245,3,Little Heating issue
11246,5,Good phone
11247,4,It's ok but Display quality no batter
11248,1,Don't buy it
11249,5,Very vrry good of save my mony
11250,1,Worst phone waste of money
11251,3,Camera is very bad
11252,5,Superb in this price segment
11253,4,Nice phone in this prize Only one problem face in sleep position mob. Was not toch working proper beacause it sensor on back side
11254,4,Good but This phone price range is higher 10000
11255,3,Camera is not good as mentioned in advertisement if you are not a camera
11256,2,"Camera is not good for what I expected, battery back up was also not a good"
11257,5,Good camera
11258,5,I am always moto user this one is my 6th phone from Motorola. User friendly phone
11259,4,Valuable product
11260,5,Awsome performance and good UI .. i love to use this interface .. but provide screen guard with mobiles please
11261,2,Camera quality is faltu and slow Britness liw
11262,5,Fabulous
11263,1,64mp but resulation 38.2mp on camera Dabba phone Camera faltu Display resolution 5/2 Battery ok Mobile 📲 after 10/3 only.
11264,5,"Super and nice mobile in the range , hardware is good from Moto . Software is good because it’s pure android,"
11265,5,Worth of money...
11266,4,Nice
11267,4,Not bad
11268,5,Hello moto
11269,5,Very good quality
11270,5,Nice
11271,4,Nice product
11272,2,Battery performance very poor not expected this from Moto.
11273,4,There is not tap to focus option in front camera. Rear camera is pretty good.
11274,4,Very nice mobile
11275,5,Waste flipkart
11276,1,This Motorola mobail is not good Money 💰 distoy This phone is very henging problem Don't by this Mobail phone I am very said to by this mobail  Don't by this mobail
11277,4,The best phone for this budget
11278,5,Good product
11279,5,This phone is fab
11280,5,Very good
11281,5,Camera quality is very bad.
11282,1,Not good
11283,4,Superb phone with great camera
11284,4,Nice
11285,1,"Totally waste of money product I strongly recommend not to buy this G30 product, Flipkart deneyd frankly to return this product."
11286,5,If you love stock android experience then go for it .....it will never break your trust
11287,4,Beautiful
11288,5,Nice mobile in budget
11289,5,Nice product
11290,5,best stock android phone
11291,1,Very poor camera and slow processor
11292,4,Good battery backup excellent camera quality in this prize range
11293,1,3rd class camera.It will fell you like VGA camera.
11294,4,"It's good mobile for this price, decent look and good performance."
11295,4,"Really great phone, battery backup is really good still now, calling sound is good, touch experience is very nice....but this not a gaming phone.... overall this is a good quality performance phone in this budget.must go for it...."
11296,5,"Battery backup is not upto the mark, mentioned 5000mAh but it works like 3000mAh."
11297,5,Nice one
11298,4,Phone is very good but I cut 1 star for the late delivery
11299,5,Overall okk but camera quality not okk for 48mp
11300,4,Best quality mobile phone
11301,4,Good one
11302,5,I am using this phone from last 7 days. There have some small bugs but at this price range phone is best because no Chinese interruption. Secure interface stock Android. Good camera. And at this price the only non Chinese brand.
11303,4,Very nice
11304,5,Nice phone
11305,4,Pros Good 90hz display Stock Android Good battery As expected experience... Cons Heavy..
11306,5,Good mobile  This is Allrounder Mobile  Good Price  Thanks Flipkart 🙏
11307,1,Waste Product. Not worth the money. Poor Display. Network issue. Worst Camera. #BanFlipkart
11308,2,"Battery drain very fast, average mobile very big disappointing Moto my favorate but not good this time"
11309,5,Nice product ☺️
11310,4,Value for money
11311,4,Camera low quality other features is excellent
11312,4,Working good. The features are also good. Overall everything is nice.
11313,5,"Bought it for Mom, she loved it."
11314,5,Budget king
11315,5,Perfect mobile for normal use and the performance is really good at this price you can't get any better mobile
11316,5,Best
11317,4,Best phone under this price
11318,5,Happy with mobile in all aspects whatever I spent for it.
11319,5,Awesome phone in this budget rAnge.... Battery 🔋 is really long lasting... Camera is decent... U can definitely go for it....
11320,5,Nice product
11321,2,Display quality is not good
11322,1,"All the Moto phones are having issue with WiFi now a days, if you are purchasing any Moto phones please check that with someone. I have Moto G5S plus, now Moto doesn't provide any update on it and On this Moto G30, from starting having issue with WiFi it's just get disconnected or the video apps does load itself like YouTube or HotStar."
11323,4,Looking good value for mony delivery also fast next day deliver
11324,5,Super
11325,4,Nice value for money
11326,4,It is good but not a gaming phone
11327,4,Very good phone for money but Little bit bugs are there please update and fix the bugs please @motog30
11328,4,"Best budget phone with decent camera &specs Snapdragon 660 have better performance No issues in updates ,good battery life"
11329,1,Speaker problem
11330,5,"Fast delivery, thanks to Flip kart. Phone is worthful at its price range."
11331,4,"Nice, Mobile."
11332,3,"Bought for my friends father. Though the mobile is good value for money the speaker quality could have been a hit more louder. Except thathl cant complain anything else for the price.  Request to moto  1. SOMEHOW LOSE SOME WEIGHT OF THE SMARTPHONES, DONT CONTINUE MAKING SMARTBRICKS 2. COME IN TIME WITH NEW PROCESSORS, DONT SIT BACK AMD RELAX TO MAKE A WEIGHTY WORTH PRODUCT. MAKE THE WAIT WORTH IT."
11333,1,Very poor product no battery backup mobile hanging issues and heating also
11334,4,Just go for it!!
11335,5,Very useful 👍 This phone is the best for this money 💰 Phone is very good 🙂 And working is osm TQ filpcard 🙏
11336,5,Nice
11337,2,Dont get fooled by reviews.... its a bad phone ...stay away....far far away .... much better options available
11338,5,Good product👍
11339,3,Camera quality is very cheap not as it should be
11340,1,Bad products no voice and hanging issue.
11341,5,Loves the product.
11342,1,"Worst product , not found as expected..."
11343,5,Super product
11344,5,Very nice mobile
11345,5,Good One Product
11346,5,It is a very good product
11347,1,"Battery backup very poor, slow charging. Please replacement this mobile as soon as possible"
11348,4,Value for money
11349,5,good one....happy😌
11350,5,Nice mobile phone
11351,5,"Nice product, Very fast Delivery process ."
11352,4,Value for money.
11353,5,Good quality
11354,4,avreg phone
11355,2,Battery backup bad
11356,4,Good working
11357,2,"SOUND IS NOT GOOD AND SIGNALS IS ALSO NOT, CAMERA QUALITY VERY GOOD, PRODUCT IS OK NOT SATIFACTORY"
11358,2,Super mobile with this budjet no other phones will not perform like this mobile undet 20000
11359,1,Because it's battery life span is very poor and camera quality is also not Good
11360,1,Not good
11361,5,All is good but I can't find any Thinkshild security settings in my mobile settings.Motorola company misguided us.where are find this information from my mobile??
11362,5,Great
11363,1,Feature are not good... waste of money and during a call sound is not proper audible and even not given a sound feature on notification bar..... not a camera prefect... bettry backups also not good...
11364,5,Not that much good... But under 10K it's good and fine for gaming and normal use...
11365,5,Super
11366,1,Plz dont buy this mobile it was mine worst decision to buy thinking its a motorola and stock andriod. Trust me the interface of this phone is same as you gets in cheap android phones which cost 5k the cameras are worst it says 64mp trust me its not i have compared this camera to my 4 years old asus zenfone max pro camera. Bettery life is worst it gets discharge from 100 % to 50% with out use worst phone
11367,5,Its an amazing product thanks u for Flipkart
11368,5,Best phone for moto lovers in this price range
11369,5,Nitesh
11370,3,Good
11371,5,Very good and nice display and very good mobile for me
11372,5,super
11373,5,"The display is not the brightest, and stock camera is not performing it's max, but we can use Gcam to get the max output results Performance is okay. Not excellent.. but at this price tag, it' has the best spec"
11374,5,Nice
11375,3,Camera is not good. Picture quality is not so clear in low light. Low sound in full volume or during call at speaker Battery performance is also not as expected.
11376,5,Mind blowing
11377,1,"Poor service by flipkart, poor product quality, keeps switching off by its own. No return"
11378,1,Heating problem no body purchase this Mobile
11379,1,"Contact support as there was ratteling sound inside the phone as is some screw is moving and the support was os no help worst experience, I have paid for a problem free product not for some damage product, but non of the support is ready to help. I really hated this transaction."
11380,1,Mobile overheating don't buy
11381,4,Value for money
11382,3,Camera quality of mobile is not good
11383,1,Bad experience in voice calling
11384,5,Nice photo
11385,5,"Stock Android, Camera Are Really Good"
11386,1,Totally waste of money In 9 days of use mobile speaker went off touch didn't working Never going to buy products on Flipkart
11387,4,Good for lower budget
11388,2,Camera very bad battery fast drain
11389,5,Superb
11390,5,Good mobile in this price n perfect time delivery... thanks Flipkart team.
11391,4,"Camera - struggles a lot in low light but give decent pictures outdoors, pics looks good on big screen of laptop. Display- brightness is slightly on lower side but good enough for indoor use. 90 hz provides smooth experience. Performance - satisfactory and runs games like BGMI smoothly. Stock android is its USP. No bloatwares and secure. Fingerprint scanner is not quick though. Battery- can easily last a day for an average user. Value for money- personally I think it is best in its segment. ..."
11392,4,"Bought this for my mom. A good product from moto at very affordable price. Overall good performance. A couple of cons- 1. Bit bulky 2. Camera is very bad. It’s equivalent to 5MP. Nevertheless, my mom is happy with it."
11393,1,Slow process
11394,1,"Camera function is very slow and pic qualify is also not up to the mark. If you have other options, should go for it."
11395,1,Perfomance is leagy and camera is not good
11396,1,Bad y
11397,1,Not satisfied
11398,4,An average phone at an average price range But a disappointing camera and display quality
11399,5,Super nange tumba ista aythu
11400,5,Good
11401,2,Not bad okay
11402,4,Its good mobile you can buy
11403,5,Super
11404,1,Don't buy
11405,4,It's good I mean worth the price...
11406,4,Average at this price
11407,3,"Such a best phone. It had nice camera, display, and audio quality is also good. Its colour is so good so the phone is looking like very costly and expensive phone. Perfect bactery backup. There are many smart functions available in this phone. I love this moto 30g for its smart functions, ram, and value for money also. Its RAM is so good and no hannging problem i facing in this phone. I loved it😍😍."
11408,1,Overheat
11409,5,Good performance Phone in this segment
11410,5,Nice phone. No extra apps or ad's
11411,4,It's very good phone in bught
11412,4,Very bad service by flipkart delivery.... Product is good....
11413,3,"Battery was not up to the mark stays only for a day for normal usage . When asked for a replacement , a person from Flipkart checked and said it's good according to their testing software. Camera and display is also average."
11414,5,"Awesome product , delivery on time. Value of money"
11415,5,"Superior software experience thanks to stock android. Great Camera, except the macro lens(they are not that great, 2MP afterall) Feels good in hands, although slighlty on the heavier side Battery backup is top notch, lasts about a day and a half on medium usage."
11416,5,Good
11417,4,"I have exchanged it with Samsung Phone a bit higher model compared to this one, but Moto is my favorite"
11418,5,Good one.
11419,4,good phone for this price i think there is slight heating issue camera is really good. overall nice mobile
11420,4,Good product
11421,5,Fast Delivery... Good product
11422,5,One of the best android mobile. quality of the products is very well. Thanks
11423,4,Value for money
11424,5,Good product
11425,5,nice brilliant quality tx to flipkart team and seller
11426,5,Good for parents to use
11427,5,Good
11428,4,"Great software experience, Nice battery Value for money, Average screen, Average camera."
11429,5,"The best smartphone in this price range, those who want a clean software experience with a good battery backup and better processing power."
11430,5,Good Excellent in this price
11431,5,Best mobile in price renge
11432,4,Good
11433,5,Good product quality
11434,1,This phone is weird. Battery life is ok for one month only then it gets worse. Screen brightness is low compared to AMOLED screens. DO NOT buy it for gaming because the performance is poor and also the google assistant button gets in the way. If you turn the phone then the speaker gets covered and I think its the biggest blunder in this phone by Motorola. I have owned more than 10 Motorola phones and I think this one is the worst.
11435,1,"Diled or receive mob. no. automatically change in unusual no like 888888, 3059. 3060"
11436,5,Decent phone under this price. If you are looking for stock android phones and go for it. You never be disappointed.
11437,4,It’s good in given price range.only issue it lags with very few apps
11438,5,Super
11439,4,I just loved flipkart for this delivery service. Firstly I'm not satisfied with colour of Moto g30 . After purchase I just loved this colour (like petrol colour combinations) Performance also good .loved the camera . Some heating issu when u charge . Whatever 20w charging is common starting heating but as .it's reach 30% device automatically decrease the heat.
11440,4,Nice.
11441,4,Good performance
11442,5,Nic moto very gud mobile thanks motorola
11443,4,"Built quality is not good compare to other brands expecialy the back panel.Camera is ok for this price , battery life and display is good."
11444,5,Super mobile
11445,4,The mobile is ok. I'm very disappointed with the camera... I expect good quality images from 64Mp main camera but the quality is really bad. The mobile bis value for money but not completely satisfied. And overall the performance is fine.
11446,4,Great phone in this range
11447,5,Not BAD not GOOD . . . Just lill happiness
11448,4,Nice al round phone. Hybrid SIM slot is it's biggest let down.
11449,5,Nice
11450,1,Don't waste mony on buying of a motorola mobile wosrt performance.. complete china product
11451,1,"Too much hang problem, screen touch response is very slow."
11452,5,Good product...
11453,4,Back up is good......i am having issue's while receiving incoming calls .....touch is not working properly.......
11454,3,"Not satisfied with the camera and performance, I have tested the battery life that is good."
11455,4,Better recommend buying redimi note 10
11456,5,Value for money 💰 Best display and good performance And etc.... This is moto always perform good
11457,5,Very good product
11458,4,Overall phone performance is good however I didn't like screen length and width ratio. Screen width should be little more.
11459,5,Simply Awesome!!
11460,2,"There is a network problem in mobile, this mobile didn't get full network access, compared to other phones in same area. Very bad network."
11461,5,Liked the smartphone. Overall good performance in all departments. Display is very good.
11462,4,Satisfied with the phone according to the price.... Cemra is good... Not very super But bettery and performance is awesome So it's a good choice to who is using for daily life use 👍🏻📱
11463,3,Mobile is hang up and working very slow.
11464,4,Phone weight is cos otherwise all ok
11465,5,Very nice
11466,4,good but need improvement in camera
11467,5,Good quality
11468,5,Nice phone and filpcart delivered is nice
11469,1,This product is not good very bad
11470,4,Excellent 🥰 Thickness 😐
11471,5,I like you
11472,2,Mobile getting auto restart and stop working
11473,2,"Rotate problem, no facility this mobile to other Rs. 10999 mobile. Slow speed, warm to change mobile and charger.security is best. Internet speed midian. One sim card and memory card or two sim card no memory."
11474,3,Good Android one phone. Camera quality is average. Rest of all are acceptable
11475,1,"Don't buy this product, the glass can break easily if your phone fell down once."
11476,1,Very very poor product. 64 mp Camera is like 8 mp. Colour is very bad. In hand feel is very poor. Overall it is the worst product.
11477,5,"Good Phone, Good Life."
11478,5,Camera quality ok
11479,5,Best product
11480,1,Good operating and touched good working but camera not as per 48 Ai not good click images
11481,4,"I brought for my younger brother, as I am using Moto g5 plus since 2017 and it's good mobile. So I wanted to buy reliable and durable product to my brother."
11482,4,Better than other in this price range.
11483,5,Worthfull...
11484,3,"Phone is good as expected but camera quality is very poor, it's like cheaper mobile."
11485,1,Never purchase motorola handsets it's now 1.5 months handset is not getting repaired. Earlier they were saying parts are not there for handset in warranty now they are saying it will take one more day one more day.
11486,5,Moto lovers its good not bad.
11487,4,"Phone is good one but, the display is not so good. It is not so bright which will disappoint you. Camera quality could have been better than this. Rest of the phone is awesome according to the price range"
11488,4,All is good
11489,4,Nice❤
11490,5,Nice
11491,4,Good
11492,2,Charger is very bad
11493,3,Not as good as expected... Battery drain very fast ...it needs improvement
11494,3,At this price range the cell phone is 100% upto the mark.
11495,4,"go for it, better than micromax in note 1."
11496,5,Good Deal very nice 📷 loved it
11497,5,nice mobile
11498,5,Value for money
11499,5,Awesome product.
11500,5,It's Good
11501,1,After buying this product I facing issue on Speaker is not good. Front camera is not good. I am very disappointed when I was try to replace this phone and they rejected saying that their application test pass all the hardware of this phone. This is like a making a fool to the customer. And Thanks @Motorola for this cheap product.
11502,5,All the thing is good with this phone..
11503,3,Cons: 1. Camera is average. Dynamic range is low. Colour is also not accurate. 2. Too heavy. 3. Too big for one hand use. 4. Thickness is high. It seems like you are using a powerbank as mobile. 5. Screen quality is average. Colour is not accurate. Low brightness level. 6. Average sound quality but on earphone it's good.  Pros: 1. Clean and smooth UI 2. Good battery and fast charging 3. Water resistant
11504,1,Third class product and battery backup or camera is very poor 😐
11505,1,Worst camera
11506,3,Overall marking is 4 out of 5 . I am happy with my mobile phone Just because I am not addicted to game. I think this mobile is not suitable for gaming. It becomes a bit hot during charging even.
11507,4,I satisfied.
11508,4,Butjet phone ok super
11509,5,I❤️ moto mobile .igot 4nos
11510,5,Good
11511,5,Awesome 👌
11512,5,Ok
11513,5,Nice
11514,2,The camera is not as good as it was shown and the brightness is very dim. there is very less option for personalization.
11515,2,Worst Camera
11516,3,Very good Phone
11517,5,Simply awesome
11518,5,Awsome product at affordable price love it
11519,1,Hanging problem..
11520,5,Camera is unbelievable
11521,5,Product was good
11522,4,"In the box , I don't get the SIM ejection key"
11523,4,Budget phone
11524,5,Camera quality is wrist as compared to price and other mobile in same range. Low buy back value and value for money is 0.5 rating out of 5.
11525,5,Superb quality all rounder performance
11526,5,Good look and model but one time both SIM slot and memory Card not applicable
11527,5,Nycc product in reliable rate.
11528,5,Very good phone
11529,5,Nice phone and good price 👍🙂
11530,4,Superb product. I really like it
11531,5,Nice product
11532,3,"Bit laggy phone, bad decision"
11533,5,Good❤
11534,4,For the people who say bad camera quality.but display is not upto the mark.performance good sometimes laga..
11535,2,Camera poor
11536,3,"It was just okay in this price segment, No any specials found."
11537,4,Value for money product
11538,4,Very nice
11539,5,Amazing
11540,4,"Good product, excellent to use."
11541,1,Bad camera
11542,4,When ever keep mobile to charging then mobile so highly hetting near back side camera
11543,5,Best mobile in budget by a brand.
11544,3,Very very wonderful Great working Not for camera good pic capture
11545,5,Value. For. Money
11546,1,Very bad service in this phone & similarly Flipkart service is very bad...
11547,5,Good for Daily uses.
11548,2,"This is my third moto phone but this time it feels like cheated , overnight it's battery drains up to 25 % when net is off and without doing anything, worst experience with moto"
11549,1,Good mobile 😉😉😉
11550,2,Bad mobile
11551,3,My moto mobile speaker is very skerry sounds
11552,3,Nice
11553,4,Nice
11554,1,Camera very bad
11555,5,Superb
11556,5,Loved this.... product... value for money
11557,5,"Just awesome, thank you Flipkart 👍"
11558,4,Good product
11559,4,Software battery display good Slightly heave Good phone at this price
11560,4,Loved the performance of phone. Camera quality should be improved.and there should be dedicated slot for sd card. Overall loved the phone battery is good and long lasting.
11561,5,Best smartphone according to the price with stock android experience.. battery performance is very good
11562,1,Disappointed.
11563,4,Good
11564,1,Very bad product due to 64mp camera is not to be 64 MP & battery is not capable in one day running .
11565,4,Like a good experience
11566,1,Second sim card&memory card not able to use same time
11567,1,Worst phone ever
11568,5,Best phone and camere very nice
11569,5,Nice mobile phone at this price.
11570,4,This is after two weeks use. Phone is solid on total. Battery is good i got 2 days battery life with some 15% remaining. Screen is bigger but resolution is hd+ so not much recommended for multimedia use. Performance is fine so far i have installed around 10 apps additionally and mostly 4 to 6 will be on background still no lags. Network reception is decent. Rear Camera is below average but in decent lights getting some good pics and still if we see on phone stills look not good because of hd ...
11571,4,Good battery Good display Average camera Nice performance
11572,3,Camera quality is very poor
11573,5,Nice ph
11574,5,Happy
11575,3,10k Budget its ok
11576,4,Nice mobile battery power good
11577,5,Worthy
11578,5,"Go for it don ,t go for Poco M3"
11579,4,Camera super
11580,5,Very very good for students
11581,5,Product Quality good in this price 🤗
11582,4,Superb
11583,4,Value for money Awesome product U can go for it without any hesitation
11584,4,very nice phone in this budget
11585,1,Worst phone I ever used!!! Bought this phone only because I had complete trust in Motorola. I bought this on April first weeks. Talking about it's features; * Battery - Battery is taking more than 2 hours 40 mins to completely charged and it will drain in 1 day's usage. * Camera - I think camera they are provided is just a gimmick to specify it. A 16 MP other cameras will work better than this 64 MP quad cam. * Dispay - Nothing to say. Ultra poor!😶  ** I can't even use my sim properly. First...
11586,4,Best product
11587,3,Main problem is WiFi signal. It is very very weak.
11588,3,Nice product
11589,5,Sensors was so active.. lovely display.. strong battery....
11590,3,Network problem Internet not working properly
11591,4,Stock android love it Weight it's heavy if you wanna lie on your back and use your phone it gives you pain Speaker sound good Camera is not that good but if you know how to use the pro feature you can get quite decent pictures. Screen quality is also average you cannot dim the brightness less than a certain point which is quite bright even in its lowest. Moto apps makes it look good and more user friendly. Has some bugs but they can be solved in fota updates if they work on them bugs are al...
11592,5,Amazing Phone Ever!
11593,5,Really best phone ever I am writing this review after using these phone more than 2 months colour is so pretty pastel sky and features are mind blowing and if you are finding phone for gaming so this is the best phone ever in screen recording you can show ur face for recording video for gaming best phone Worth of money highly recommended🙂🙂
11594,5,Good budget phone clean and smooth for normal use. Display look better than I expected
11595,4,Good👍
11596,5,Don't expect something extraordinary in camera department. It's OK OK display is weak point you can feel it's cheap. Day to day performance wise far better then any other offering in this category
11597,4,There is difference inpastel sky and pearl black .pearl black is more slim than pastel sky
11598,4,"Smooth display experience, lack of many features"
11599,5,Super
11600,3,Wi-Fi connectivity not good
11601,5,Amazing
11602,4,Value for money
11603,4,Display is not so good and camera is lagging but other things is good.
11604,5,if you are looking for a phone under budget ...this is the best option in the market unless you are a gamer
11605,1,Wrosr experience..After 15 days Charger stopped working and then the mic is also not working properly...
11606,5,Thank you for the timely delivery... Very good work by the Flipkart team and the delivery team just like Motto G30💯💯
11607,5,Super
11608,1,I have raised issue so many times but flipkart doesn't reply
11609,5,Nice
11610,4,Good looking product and nice performance.
11611,4,Very nice product
